   199359.5163156031        0.0030773613        0.0002103356
   197970.4215120327        0.0032359019        0.0002203830
   196595.7961739106        0.0028312925        0.0002090667
   195235.4400151901        0.0029280463        0.0002001586
   193889.1562034101        0.0032797360        0.0002198986
   192556.7512887620        0.0029378841        0.0002011372
   191238.0351348264        0.0035678989        0.0002361427
   189932.8208501438        0.0033477660        0.0002252717
   188640.9247220805        0.0034257509        0.0002184972
   187362.1661527803        0.0036213883        0.0002450952
   186096.3675951168        0.0033888297        0.0002227493
   184843.3544915660        0.0033057340        0.0002229738
   183602.9552143310        0.0033473005        0.0002234347
   182375.0010052573        0.0036062790        0.0002596801
   181159.3259199219        0.0031882710        0.0002515127
   179955.7667708869        0.0035282727        0.0002819385
   178764.1630726222        0.0036686588        0.0002593862
   177584.3569883062        0.0037636971        0.0002548350
   176416.1932778780        0.0036905478        0.0002497554
   175259.5192460899        0.0032646372        0.0002278007
   174114.1846930629        0.0037215588        0.0002539417
   172980.0418660940        0.0038504102        0.0002565433
   171856.9454110473        0.0029719356        0.0002175712
   170744.7523258296        0.0037900240        0.0002550892
   169643.3219155366        0.0037904989        0.0002714990
   168552.5157475979        0.0038466644        0.0002575966
   167472.1976077577        0.0033532392        0.0002542101
   166402.2334585575        0.0038762513        0.0002764818
   165342.4913965687        0.0034433491        0.0002496459
   164292.8416127532        0.0038014258        0.0002685834
   163253.1563524075        0.0039238165        0.0002690986
   162223.3098757327        0.0035801209        0.0002626663
   161203.1784200729        0.0030902100        0.0002430500
   160192.6401634062        0.0037765119        0.0002847518
   159191.5751872089        0.0041576245        0.0002994342
   158199.8654405721        0.0043194838        0.0003126414
   157217.3947068221        0.0036602807        0.0002745851
   156244.0485674273        0.0042752658        0.0003099904
   155279.7143704966        0.0039813225        0.0002928941
   154324.2811973989        0.0036083254        0.0002752920
   153377.6398306346        0.0038133404        0.0002807323
   152439.6827227511        0.0040793125        0.0003079952
   151510.3039663001        0.0037163927        0.0003133118
   150589.3992631697        0.0034616283        0.0003060681
   149676.8658957947        0.0043031210        0.0003064950
   148772.6026987826        0.0040498441        0.0003223375
   147876.5100297070        0.0047393783        0.0003455962
   146988.4897430287        0.0041525784        0.0003091240
   146108.4451623488        0.0037351178        0.0002822497
   145236.2810539133        0.0037499702        0.0002877693
   144371.9036022040        0.0043347566        0.0003137632
   143515.2203830255        0.0038034414        0.0002829393
   142666.1403397222        0.0041285799        0.0003104530
   141824.5737587691        0.0040457950        0.0003105119
   140990.4322459882        0.0044847259        0.0003564622
   140163.6287033914        0.0045420114        0.0003371138
   139344.0773068578        0.0039227991        0.0002962355
   138531.6934825581        0.0043941813        0.0003255055
   137726.3938871364        0.0042711229        0.0003087078
   136928.0963843430        0.0037568008        0.0002826062
   136136.7200252160        0.0050165373        0.0003441572
   135352.1850274266        0.0043317310        0.0003217245
   134574.4127550430        0.0037884868        0.0002862231
   133803.3256982930        0.0043222175        0.0003025986
   133038.8474554147        0.0045314148        0.0003095065
   132280.9027128361        0.0044316644        0.0003119481
   131529.4172266076        0.0046676190        0.0003236854
   130784.3178046695        0.0046481649        0.0003285952
   130045.5322889093        0.0045258551        0.0003119575
   129312.9895374293        0.0042400397        0.0003171600
   128586.6194074387        0.0038217903        0.0002876906
   127866.3527387727        0.0044622060        0.0003151549
   127152.1213376194        0.0043906583        0.0003312234
   126443.8579589954        0.0045126521        0.0003648384
   125741.4962931850        0.0041072270        0.0003806858
   125044.9709475901        0.0041442031        0.0003643376
   124354.2174340037        0.0045891569        0.0003481985
   123669.1721521286        0.0038154094        0.0003106478
   122989.7723749738        0.0042364290        0.0003290316
   122315.9562355021        0.0043386636        0.0003552366
   121647.6627114010        0.0040672616        0.0003292389
   120984.8316119386        0.0040108169        0.0003279708
   120327.4035641950        0.0050227108        0.0003733074
   119675.3199999184        0.0044795757        0.0003568018
   119028.5231421732        0.0050909121        0.0003820704
   118386.9559930315        0.0045873787        0.0003705528
   117750.5623202203        0.0041508220        0.0003777121
   117119.2866454393        0.0039543282        0.0003150644
   116493.0742324685        0.0051005291        0.0004330235
   115871.8710744427        0.0047297194        0.0003721887
   115255.6238830025        0.0047763843        0.0003741983
   114644.2800764029        0.0044793750        0.0003827572
   114037.7877684561        0.0045314952        0.0003964636
   113436.0957576829        0.0040689678        0.0003745929
   112839.1535160471        0.0045898208        0.0003725421
   112246.9111789413        0.0049838795        0.0003780097
   111659.3195339212        0.0045494017        0.0003490766
