   199359.5163156031        0.0014965743        0.0001153148
   197970.4215120327        0.0014456184        0.0001172773
   196595.7961739106        0.0014919039        0.0001308776
   195235.4400151901        0.0016511671        0.0001156857
   193889.1562034101        0.0014789517        0.0001083030
   192556.7512887620        0.0017398242        0.0001200829
   191238.0351348264        0.0014496190        0.0001059026
   189932.8208501438        0.0014458214        0.0001113651
   188640.9247220805        0.0016033087        0.0001113317
   187362.1661527803        0.0018236403        0.0001261454
   186096.3675951168        0.0015760141        0.0001104583
   184843.3544915660        0.0015247863        0.0001098035
   183602.9552143310        0.0017651444        0.0001199628
   182375.0010052573        0.0017366764        0.0001510681
   181159.3259199219        0.0016733349        0.0001753179
   179955.7667708869        0.0016733711        0.0001867510
   178764.1630726222        0.0020873101        0.0001662194
   177584.3569883062        0.0020122807        0.0001398171
   176416.1932778780        0.0015167368        0.0001179028
   175259.5192460899        0.0014941818        0.0001182581
   174114.1846930629        0.0011947608        0.0001103406
   172980.0418660940        0.0018702748        0.0001330845
   171856.9454110473        0.0013918659        0.0001205047
   170744.7523258296        0.0017873691        0.0001326046
   169643.3219155366        0.0015569084        0.0001357845
   168552.5157475979        0.0017651578        0.0001357471
   167472.1976077577        0.0016576208        0.0001565198
   166402.2334585575        0.0018238900        0.0001502797
   165342.4913965687        0.0017827305        0.0001499183
   164292.8416127532        0.0018495699        0.0001447363
   163253.1563524075        0.0019603999        0.0001490970
   162223.3098757327        0.0018255894        0.0001513587
   161203.1784200729        0.0018137974        0.0001626566
   160192.6401634062        0.0020090058        0.0001737831
   159191.5751872089        0.0018954812        0.0001716488
   158199.8654405721        0.0022385170        0.0001816566
   157217.3947068221        0.0019655518        0.0001654516
   156244.0485674273        0.0020373817        0.0001718070
   155279.7143704966        0.0016882252        0.0001644329
   154324.2811973989        0.0019377213        0.0001738196
   153377.6398306346        0.0019452270        0.0001666536
   152439.6827227511        0.0017274197        0.0001711160
   151510.3039663001        0.0020227068        0.0002156917
   150589.3992631697        0.0019054828        0.0002235593
   149676.8658957947        0.0014114859        0.0001669324
   148772.6026987826        0.0015574554        0.0001720939
   147876.5100297070        0.0014590439        0.0001593790
   146988.4897430287        0.0021831896        0.0001891209
   146108.4451623488        0.0019052942        0.0001757897
   145236.2810539133        0.0017068436        0.0001634707
   144371.9036022040        0.0022121690        0.0001781218
   143515.2203830255        0.0013451368        0.0001469147
   142666.1403397222        0.0017903950        0.0001757784
   141824.5737587691        0.0015301838        0.0001746636
   140990.4322459882        0.0021871170        0.0002324963
   140163.6287033914        0.0018911519        0.0001884744
   139344.0773068578        0.0019544958        0.0001817004
   138531.6934825581        0.0017646785        0.0001739409
   137726.3938871364        0.0017534528        0.0001638032
   136928.0963843430        0.0014778443        0.0001586404
   136136.7200252160        0.0023098949        0.0001856637
   135352.1850274266        0.0017629939        0.0001859595
   134574.4127550430        0.0020320019        0.0001809101
   133803.3256982930        0.0022362433        0.0001733038
   133038.8474554147        0.0022362490        0.0001645797
   132280.9027128361        0.0021071191        0.0001682694
   131529.4172266076        0.0021563870        0.0001712095
   130784.3178046695        0.0020523634        0.0001707147
   130045.5322889093        0.0019844875        0.0001640047
   129312.9895374293        0.0020182682        0.0001766258
   128586.6194074387        0.0020602351        0.0001749172
   127866.3527387727        0.0019418307        0.0001850815
   127152.1213376194        0.0020311317        0.0002000369
   126443.8579589954        0.0022199441        0.0002399871
   125741.4962931850        0.0020543617        0.0002821169
   125044.9709475901        0.0020033896        0.0002577820
   124354.2174340037        0.0017100677        0.0002163909
   123669.1721521286        0.0019562580        0.0001935341
   122989.7723749738        0.0021870499        0.0002096453
   122315.9562355021        0.0022177391        0.0002374830
   121647.6627114010        0.0021998109        0.0002138422
   120984.8316119386        0.0020238570        0.0002099519
   120327.4035641950        0.0020418156        0.0002091404
   119675.3199999184        0.0017153926        0.0002044113
   119028.5231421732        0.0024545837        0.0002249666
   118386.9559930315        0.0021826250        0.0002218021
   117750.5623202203        0.0015830543        0.0002290155
   117119.2866454393        0.0024559158        0.0002490519
   116493.0742324685        0.0022628180        0.0002458707
   115871.8710744427        0.0021395431        0.0002140135
   115255.6238830025        0.0021475089        0.0002368603
   114644.2800764029        0.0021516158        0.0002629069
   114037.7877684561        0.0021464041        0.0002789279
   113436.0957576829        0.0018184334        0.0002695065
   112839.1535160471        0.0018446564        0.0002349801
   112246.9111789413        0.0022278877        0.0002196796
   111659.3195339212        0.0023327451        0.0002097234
   111076.3300121519        0.0022826820        0.0001983236
   110497.8946754734        0.0018878458        0.0001937846
   109923.9662099327        0.0023748286        0.0002286110
   109354.4979138926        0.0020319807        0.0002258286
   108789.4436886433        0.0022012459        0.0002241456
   108228.7580302663        0.0021217549        0.0002013918
   107672.3960192027        0.0023612395        0.0002078173
   107120.3133121172        0.0020223162        0.0002038496
   106572.4661327184        0.0019674685        0.0002105228
   106028.8112627877        0.0016594903        0.0002167270
   105489.3060344608        0.0022361849        0.0002290744
   104953.9083208388        0.0020309325        0.0002462579
   104422.5765284782        0.0025973320        0.0002487591
   103895.2695894628        0.0025364319        0.0002396473
